country,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,c1,c2
Austria,0.24379999935626984,0.1979999989271164,0.2117999941110611,0.18209999799728394,0.16429999470710754,0.1446000039577484,0.26579999923706055,0.21610000729560852,0.271699994802475,0.10180000215768814,0.19220000505447388,0.19040000438690186,0.19750000536441803,0.1777999997138977,0.24210000038146973,-5.0073123,5.5237017
Belgium,0.24609999358654022,0.21549999713897705,0.15690000355243683,0.29899999499320984,0.08259999752044678,0.06520000100135803,0.13220000267028809,0.10119999945163727,0.6460000276565552,0.055399999022483826,0.16670000553131104,0.14949999749660492,0.17669999599456787,0.19050000607967377,0.3165999948978424,-3.8213112,5.1237545
Bulgaria,0.4771000146865845,0.09200000017881393,0.1054999977350235,0.09730000048875809,0.2281000018119812,0.18700000643730164,0.14100000262260437,0.18050000071525574,0.392300009727478,0.09929999709129333,0.10530000180006027,0.08259999752044678,0.0908999964594841,0.09120000153779984,0.6298999786376953,1.719622,0.28306064
Czechia,0.5637000203132629,0.08839999884366989,0.15039999783039093,0.07639999687671661,0.12120000272989273,0.11410000175237656,0.09849999845027924,0.6355999708175659,0.07699999958276749,0.07479999959468842,0.0681999996304512,0.06469999998807907,0.08709999918937683,0.07020000368356705,0.7096999883651733,2.721624,-0.40638515
Cyprus,0.2320999950170517,0.19740000367164612,0.28119999170303345,0.16949999332427979,0.11980000138282776,0.1453000009059906,0.24650000035762787,0.32820001244544983,0.1712999939918518,0.10869999974966049,0.1834000051021576,0.18979999423027039,0.1881999969482422,0.1762000024318695,0.2624000012874603,-4.561808,5.3529787
Germany,0.21930000185966492,0.4180000126361847,0.11270000040531158,0.1356000006198883,0.1143999993801117,0.06419999897480011,0.7060999870300293,0.06549999862909317,0.10750000178813934,0.056699998676776886,0.17649999260902405,0.2046000063419342,0.17990000545978546,0.1704999953508377,0.2685999870300293,-4.9636817,4.5965285
Denmark,0.4456999897956848,0.15549999475479126,0.14000000059604645,0.13660000264644623,0.12219999730587006,0.1728000044822693,0.29989999532699585,0.2623000144958496,0.16840000450611115,0.09669999778270721,0.18330000340938568,0.14569999277591705,0.15230000019073486,0.12929999828338623,0.38940000534057617,-2.956878,3.542126
Estonia,0.42329999804496765,0.15299999713897705,0.16269999742507935,0.12620000541210175,0.1348000019788742,0.18549999594688416,0.26579999923706055,0.26669999957084656,0.15710000693798065,0.12479999661445618,0.12189999967813492,0.09849999845027924,0.09929999709129333,0.08529999852180481,0.5950999855995178,1.0742161,0.52566135
Croatia,0.325300008058548,0.1648000031709671,0.17190000414848328,0.14980000257492065,0.1881999969482422,0.15839999914169312,0.26190000772476196,0.26089999079704285,0.1988999992609024,0.11990000307559967,0.1111999973654747,0.09539999812841415,0.10369999706745148,0.09619999676942825,0.593500018119812,1.3460149,0.98667043
Finland,0.41769999265670776,0.15960000455379486,0.16660000383853912,0.11749999970197678,0.1386999934911728,0.2102999985218048,0.27250000834465027,0.25049999356269836,0.14319999516010284,0.1234000027179718,0.20720000565052032,0.13809999823570251,0.16529999673366547,0.1315000057220459,0.3578999936580658,-3.3403249,3.9996452
France,0.19900000095367432,0.19660000503063202,0.18960000574588776,0.2506999969482422,0.164000004529953,0.15129999816417694,0.18479999899864197,0.16590000689029694,0.3662000000476837,0.13179999589920044,0.03700000047683716,0.03460000082850456,0.036400001496076584,0.7696999907493591,0.12240000069141388,-4.0540257,6.704168
Malta,0.2973000109195709,0.1899999976158142,0.1664000004529953,0.1889999955892563,0.15729999542236328,0.16869999468326569,0.31470000743865967,0.1995999962091446,0.19349999725818634,0.12349999696016312,0.18979999423027039,0.19629999995231628,0.18930000066757202,0.17270000278949738,0.25189998745918274,-5.179706,5.0454035
Luxembourg,0.19820000231266022,0.20839999616146088,0.21359999477863312,0.21619999408721924,0.16359999775886536,0.1648000031709671,0.2775999903678894,0.23170000314712524,0.21150000393390656,0.1143999993801117,0.19089999794960022,0.1785999983549118,0.1834000051021576,0.1680999994277954,0.27900001406669617,-4.4668274,4.811853
Lithuania,0.25859999656677246,0.210099995136261,0.22529999911785126,0.13420000672340393,0.17180000245571136,0.0957999974489212,0.4553000032901764,0.10899999737739563,0.16930000483989716,0.17059999704360962,0.11320000141859055,0.1412999927997589,0.10729999840259552,0.11829999834299088,0.5199999809265137,-0.042838797,1.774378
Latvia,0.21250000596046448,0.1860000044107437,0.19740000367164612,0.1809999942779541,0.22310000658035278,0.179299995303154,0.19869999587535858,0.19820000231266022,0.2563999891281128,0.16750000417232513,0.12809999287128448,0.08720000088214874,0.11069999635219574,0.17829999327659607,0.49570000171661377,-0.68431044,2.510763
Italy,0.41119998693466187,0.11819999665021896,0.0982000008225441,0.2786000072956085,0.09369999915361404,0.08739999681711197,0.1429000049829483,0.11590000241994858,0.5860999822616577,0.06780000030994415,0.14980000257492065,0.11389999836683273,0.15690000355243683,0.14550000429153442,0.43389999866485596,-1.866325,3.0797565
Ireland,0.2069000005722046,0.4754999876022339,0.10840000212192535,0.13439999520778656,0.07479999959468842,0.0771000012755394,0.6498000025749207,0.09589999914169312,0.11630000174045563,0.061000000685453415,0.15489999949932098,0.2540999948978424,0.12389999628067017,0.10790000110864639,0.35929998755455017,-4.4235215,3.3172917
Hungary,0.2513999938964844,0.16529999673366547,0.17100000381469727,0.15029999613761902,0.2619999945163727,0.195700004696846,0.1712000072002411,0.3555000126361847,0.14419999718666077,0.13330000638961792,0.052000001072883606,0.052000001072883606,0.049400001764297485,0.05790000036358833,0.7886999845504761,3.424777,-0.5345247
Spain,0.20919999480247498,0.17880000174045563,0.21410000324249268,0.22470000386238098,0.17309999465942383,0.09380000084638596,0.18979999423027039,0.32420000433921814,0.31360000371932983,0.07859999686479568,0.06719999760389328,0.0714000016450882,0.08889999985694885,0.14569999277591705,0.6269000172615051,2.3719842,0.9886049
Netherlands,0.18369999527931213,0.27869999408721924,0.19689999520778656,0.2134999930858612,0.12720000743865967,0.17069999873638153,0.27219998836517334,0.21209999918937683,0.2126999944448471,0.1324000060558319,0.156700000166893,0.12880000472068787,0.13979999721050262,0.11490000039339066,0.45980000495910645,-1.6346123,2.6014285
Poland,0.211899995803833,0.30090001225471497,0.16619999706745148,0.13670000433921814,0.1843000054359436,0.0738999992609024,0.6636999845504761,0.08709999918937683,0.0803999975323677,0.09480000287294388,0.06390000134706497,0.08060000091791153,0.06260000169277191,0.08910000324249268,0.7038999795913696,2.9803095,0.106655575
Portugal,0.26170000433921814,0.17100000381469727,0.23499999940395355,0.22200000286102295,0.11020000278949738,0.11739999800920486,0.18559999763965607,0.31360000371932983,0.31189998984336853,0.0714000016450882,0.10719999670982361,0.09910000115633011,0.1598999947309494,0.19830000400543213,0.43540000915527344,-1.2777301,3.2811713
Romania,0.33869999647140503,0.15240000188350677,0.22509999573230743,0.13259999454021454,0.15119999647140503,0.08349999785423279,0.10740000009536743,0.6399999856948853,0.09290000051259995,0.0763000026345253,0.08219999819993973,0.06880000233650208,0.12559999525547028,0.06379999965429306,0.659600019454956,2.030462,-0.25365305
Sweden,0.390500009059906,0.155799999833107,0.17440000176429749,0.13979999721050262,0.13950000703334808,0.2142000049352646,0.26260000467300415,0.2651999890804291,0.15530000627040863,0.10270000249147415,0.21220000088214874,0.15060000121593475,0.18379999697208405,0.12770000100135803,0.3257000148296356,-3.7854297,4.2775407
Slovenia,0.155799999833107,0.15449999272823334,0.23000000417232513,0.23190000653266907,0.22789999842643738,0.17810000479221344,0.1809999942779541,0.2371000051498413,0.24070000648498535,0.163100004196167,0.07800000160932541,0.08869999647140503,0.09650000184774399,0.11550000309944153,0.6212000250816345,1.9766657,0.789117
Slovakia,0.5547999739646912,0.10450000315904617,0.1379999965429306,0.09380000084638596,0.10890000313520432,0.20090000331401825,0.2551000118255615,0.2517000138759613,0.19429999589920044,0.09809999912977219,0.11469999700784683,0.1014999970793724,0.10329999774694443,0.0997999981045723,0.5806000232696533,1.0171655,1.09598
